ID,generation,school1,major type,major1_1,major1_2,major_data,job,class1,class2,class3,class4,re_registration,contest_award,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,certificate_study_period,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participitation,idea_contest,onedayclass_topic,withdrawal
TRAIN_0029,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,경제통상학,False,대학생,6,,,,예,,내국인,에브리타임,시간적으로 부담이 없어서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,파문기,해당없음,데분기,해당없음,"자연과학, 사회과학",취업,대학교 이수학기 5학기 이상,개인,1.0,계리사,없음,SQLD,시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 집중할 수 있어서,"삼성화재, 삼성생명, 현대해상, 코리안리, 신한라이프",금융,,,없음,1
TRAIN_0030,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,IT(컴퓨터 공학 포함),False,대학생,2,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 사회과학",대학원 진학,대학교 이수학기 4학기 이하,팀,2.5,경영컨설턴트,없음,SQLD,시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,소규모일수록 질문 기회도 많겠지만 좋은 기회인 만큼 또 희망 인원도 많을 것 같아서,맥킨지,비즈니스,,,없음,1
TRAIN_0031,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,IT(컴퓨터 공학 포함),False,대학생,9,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 인문학",취업,대학교 이수학기 4학기 이하,개인,2.0,소프트웨어 개발자,기타,"ADsP, 정보처리기사",접수일 전 4주 ( 1/1~1/27 ),개발,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,깊이 있고 자세한 강연에 적합할 것 같아서,네이버,자연어 처리 및 이미지 분석,,,X,1
TRAIN_0032,8,85b07f768405765dd669a39136063493871206c50cd2f3bd21dd0d4eceb13dc1,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,1,,,,아니요,,내국인,기존 학회원 또는 운영진,시간적으로 부담이 없어서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),대학원 진학,대학교 이수학기 5학기 이상,개인,3.0,소프트웨어 개발자,없음,"빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),개발,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,적은 인원이어야 강의에 집중하기 좋고 현직자와 소통하기 좋아서,SK,금융,,,C언어 응용,0
TRAIN_0033,8,c595f7cc8171e151a3415be5b075fc0ae06289b2c42892326cdbc7eba7636aff,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,자연과학,False,대학생,4,,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,공모전 경험,네. 온라인으로 참여하고 싶어요,,,,,,"자연과학, 사회과학",취업,대학교 이수학기 5학기 이상,팀,1.5,마케터,구글 애널리스트,"ADsP, SQLD",시험일 전 4주 (2/1 ~ 2/27),"마케팅, 광고, MD",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원으로 질의응답이 가능할 것 같아서,"제일기획, 대홍기획, 기아",비즈니스,3823d65a37b49798943ab28b17ca7ad0d113683f16e7adbe8f07f8841aa93243,,데이터 분석과 기획,1
TRAIN_0034,8,3e0057be3ecde495d1d6aab0bdc3092cce94440a6a4f6867a0ea69e07d8c7f7f,단일 전공,경제통상학,,False,대학생,4,5.0,,,아니요,,내국인,에브리타임,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 경영학",대학원 진학,대학교 이수학기 4학기 이하,팀,4.0,퀀트 리서처/에널리스트,없음,없음,접수일 전 4주 ( 1/1~1/27 ),퀀트,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"해외/국내 퀀트 (Two sigma, Renaissance, de shaw, QuantConnect.. etc)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,많은 현직자들에게 깊은 인사이트를 얻고 싶습니다.,Blackrock,퀀트,,,"Hadoop/Spark
Cloud computing (AWS, Azure, GCP)
No SQL (Mango DB, Cassandra)
Backtesting Strategy
Financial Data API
Portfolio Optimization
Time Series Analysis
Data Visualization (Finance)
Advanced Machine Learning (Finance)
Natural Language Processing (Finance)
Algorithmic Trading",1
TRAIN_0035,8,3c219ed4246dcbe55286e2af765076e2d31eacecd543197c9fc88c91fc1895a9,단일 전공,의약학,IT(컴퓨터 공학 포함),False,직장인,2,8.0,,,아니요,,내국인,인스타그램,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 의약학",취업,,개인,1.5,데이터 사이언티스트,없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),AI,시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),해외 기업 (빅테크),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,딱히 의미없음,토스,의료/헬스케어,,,javascript,1
TRAIN_0036,8,f29d1e8048711290e3527576e7ea6302d022cc9f1a2c3fbfb210919aa4a8168a,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),True,대학생,8,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,"자연과학, 사회과학",취업,대학교 이수학기 5학기 이상,팀,2.0,데이터 분석가,기타,"SQLD, 정보처리기사, 구글 애널리스트",접수일 전 4주 ( 1/1~1/27 ),AI,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,선착순 걱정없이 최대한 많이 듣고 싶어서.,Sk,AI,,,R문법 기초반,0
TRAIN_0037,8,3c219ed4246dcbe55286e2af765076e2d31eacecd543197c9fc88c91fc1895a9,단일 전공,사회과학,,False,취준생,4,5.0,,,예,,내국인,기존 학회원 또는 운영진,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,"파문기, SQL",사회과학,취업,,개인,2.0,데이터 분석가,없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증",시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),스타트업 C-level,온라인,3~50명 내외의 강의 리스너와 1명의 현직자,현직자가 많아지면 피상적인 내용의 강의로 그칠것같아서,잘 모른다,사회문제,,,.,1
TRAIN_0038,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,의약학,True,대학생,4,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,자연과학,대학원 진학,대학교 이수학기 4학기 이하,개인,2.0,데이터 사이언티스트,없음,ADsP,시험일 전 4주 (2/1 ~ 2/27),AI,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,온라인으로 수강하더라도 현장의 적절한 인원이 현장감을 살려서,카카오,의료/헬스케어,,,이론적인 내용,0
TRAIN_0039,8,76a0e39e6271c1f139a30830e33fc1e1daf19abf9d12ee4590ccac372fc6e760,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),False,대학생,1,,,,아니요,,내국인,지인 추천,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 자연과학",취업,대학교 이수학기 4학기 이하,팀,2.0,잘 모르겠다,없음,"ADsP, SQLD, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원이 있어야 신뢰도 가고 집중도 잘 할수 있을 것 같다,안랩,AI,,,파이썬 라이브코딩,1
TRAIN_0040,8,b6abc82e31329cea19b6cce7783b27a3a90637c403db8e68f3ce9f36eaa2b98f,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,6,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 5학기 이상,팀,5.0,데이터 사이언티스트,정보처리기사,"ADsP, SQLD, 빅데이터 분석 기사",시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",주니어 (0~3년차),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"적당한 인원으로 혼잡하지 않고, 부담스럽지
않게 참여할 수 있을 것 같아서",토스,금융,789a06c694ea219f345e503e01c0fdc00c32ed29655bf30d39543628676887e9,,없습니다,0
TRAIN_0041,8,a936dda31bbbeb71cc0ae65bc95c35ba502e231d976268537077af9bb40effb1,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,1,9.0,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 공학 (컴퓨터 공학 제외)",취업,대학교 이수학기 4학기 이하,팀,2.0,데이터 사이언티스트,없음,빅데이터 분석 기사,시험일 전 4주 (2/1 ~ 2/27),"경영, 회계, 세무",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,너무 길면 지루해져서,없음,AI,,,아직까진 없음,0
TRAIN_0042,8,cb9a087b0664870438b30d0763f76770d4b1a71d6694ed80ef3b6ead5e19a965,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,경영학,True,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"공학 (컴퓨터 공학 제외), 자연과학",취업,대학교 이수학기 4학기 이하,팀,1.0,데이터 분석가,ADsP,빅데이터 분석 기사,시험일 전 4주 (2/1 ~ 2/27),"마케팅, 광고, MD",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,많은 현직자 분들과 만남을 갖고 싶어서,아직은 없습니다,AI,,,없음,1
TRAIN_0043,8,e48a4a96d49a77abaebbe5ea399f1b98d31d7075b11844527ce2c04aba3b31ed,단일 전공,인문학,,False,대학생,1,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,인문학,대학원 진학,대학교 이수학기 4학기 이하,개인,1.5,데이터 사이언티스트,없음,"ADsP, SQLD",시험일 전 4주 (2/1 ~ 2/27),AI,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원이 좋습니다.,데이터 사이언티스트,AI,,,없음,0
TRAIN_0044,8,e6ec3da53883e85caa228b7304a8e253523a26a14c74b2c638678e100ad6ea23,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,5,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 5학기 이상,개인,1.0,데이터 엔지니어,없음,ADsP,시험일 전 4주 (2/1 ~ 2/27),"마케팅, 광고, MD",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,적절한 인원이 같이 있어야 질문이 쉬워서,Asml,자연어 처리 및 이미지 분석,,,없습니다,1
TRAIN_0045,8,48c21babe9214203a621dbd2cace7c2f3e20506a8418e5c3104b78ed5feac467,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,경영학,False,대학생,1,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"경영학, 인문학",취업,대학교 이수학기 5학기 이상,팀,2.0,해외영업,구글 애널리스트,ADsP,접수일 전 4주 ( 1/1~1/27 ),"물류, 무역",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),오프라인,100명 이상의 리스너와 10명 이상의 현직자,많은 현직자를 이야기를 접해보고 싶어서,"포스코인터, lx인터, 삼성물산",사회문제,,,C언어 기초,1
TRAIN_0046,8,854beb619660d235081f31a1211722c2be58489c02a9d4b16c1a3fba110cad12,단일 전공,경영학,,False,대학생,6,,,,아니요,,내국인,지인 추천,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,경영학,취업,대학교 이수학기 5학기 이상,팀,2.0,PM/서비스 기획자,ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",주니어 (0~3년차),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,10명 내외의 강의 리스너와 1명의 현직자,"21년도부터 시립대-JUMP 미래나눔 학교 활동을 통해 멘토링 프로그램을 진행해왔습니다.
이때 여러 직종의 멘토분들께 1대 1, 1대 다수, 1대 소규모 등 다양한 멘토링에 참여했는데 1대 소규모가 가장 좋았습니다.
1대1보다는 소규모라는 점에서 각자의 생각을 자유롭게 말할 수 있어, 당시에는 생각치 못한 질문들을 타인이 질문하는 경우도 있어 집단 지성을 통한 양질의 질문이 오갈 수 있습니다.
대규모보다는 작은 규모이기에 멘토가 멘티들에게 온전히 집중할 수 있는 모습을 보여줍니다.","하나은행, 국민은행",금융,,,이미 지금도 충분하다 생각합니다.,1
TRAIN_0047,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,경제통상학,False,대학생,1,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,"경제통상학, 사회과학",대학원 진학,대학교 이수학기 5학기 이상,팀,3.0,사회과학계열 연구자,없음,"ADsP, SQLD",시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,30-50명의 인원이 집중력이 분산되지 않는 인원이라 생각함.,구글,금융,,,없음,1
TRAIN_0048,8,620cadfe9779f492d5034f71f58544fbdecbbf601f646fd436390597c2120039,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,1,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 5학기 이상,팀,2.0,인공지능 전문가,없음,"빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),"경영, 회계, 세무",시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),해외 기업 (빅테크),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,너무 많은 인원이면 정신없을거 같고 인원이 너무 적으면 듣기위한 신청이 어려울것 같아서,구글,AI,,,c언어 기초(심화로 알고리즘까지),1
